,Manufacturer,Model,Category,Leather interior,Fuel type,Gear box type,Drive wheels,Wheel,Color,Price,Levy,Engine volume,Mileage,Cylinders,Airbags,Age
12411,32,96,7,1,3,0,1,0,14,41710,0.0,1.4,6950,4.0,10,4
12416,30,30,7,1,3,2,1,0,1,49237,1327.0,2.5,22000,4.0,12,5
12430,9,69,2,1,3,0,1,0,8,21316,828.0,1.5,15601,4.0,4,3
12446,10,163,3,1,0,0,1,0,1,45542,930.0,1.7,32066,4.0,4,5
12480,10,143,3,1,0,0,1,0,7,96749,1076.0,2.0,6631,4.0,4,3
12503,4,51,2,0,3,0,1,0,1,17562,780.0,1.4,13,4.0,8,4
12521,10,61,7,1,3,0,1,0,7,48196,1079.0,2.0,17172,4.0,4,5
12556,16,113,3,1,3,0,1,0,14,549,1076.0,2.0,1792,4.0,12,3
12582,4,51,7,1,3,0,1,0,11,8311,781.0,1.4,65738,4.0,12,5
12592,10,61,7,1,3,0,1,0,2,33575,880.0,1.6,65734,4.0,4,5
12593,21,123,3,1,0,0,0,0,1,94083,0.0,3.0,0,6.0,12,3
12682,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
12690,7,73,7,0,3,0,1,0,1,15524,583.0,1.0,12459,3.0,8,5
12732,30,23,3,1,3,0,1,0,14,29793,1077.0,2.0,4330,4.0,12,4
12733,10,143,3,1,0,0,1,0,14,58018,1079.0,2.0,17245,4.0,4,5
12740,18,109,7,1,3,0,1,0,7,50805,1327.0,2.5,53277,4.0,0,5
12746,28,170,3,0,3,1,0,0,14,40769,0.0,1.6,48600,4.0,6,5
12750,7,112,0,1,3,0,1,0,1,137885,2566.0,5.0,15305,4.0,4,5
12841,7,60,3,0,3,0,0,0,11,18033,583.0,1.0,8813,3.0,8,5
12879,7,76,7,1,1,0,1,0,1,220,505.0,2.0,127746,4.0,12,5
12909,30,23,3,1,3,3,1,0,7,53314,1077.0,2.0,17600,4.0,10,4
12957,26,15,3,1,0,0,1,0,1,44134,880.0,1.6,38972,4.0,4,5
12976,10,143,3,1,0,0,1,0,14,93079,1174.0,2.2,8803,4.0,4,3
12982,19,25,7,1,3,0,1,0,1,58018,0.0,2.0,44000,4.0,10,5
13016,10,143,3,1,0,0,1,0,7,80958,1174.0,2.2,29900,4.0,4,3
13037,16,132,3,1,3,0,0,0,1,48296,1817.0,3.5,1040,6.0,12,3
13062,30,30,7,1,3,0,1,0,3,9879,1327.0,2.5,44845,4.0,12,5
13081,30,18,2,0,1,0,1,1,14,15500,2265.0,1.5,5000,4.0,6,4
13093,21,101,6,0,0,1,0,0,7,74639,0.0,2.5,0,4.0,4,4
13144,30,30,7,1,3,2,1,0,14,50150,1325.0,2.5,39200,4.0,12,4
13172,30,23,3,1,3,0,1,0,12,21012,1077.0,2.0,19834,4.0,12,4
13222,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
13230,30,23,3,1,3,0,1,0,1,15681,1077.0,2.0,18950,4.0,12,4
13236,30,30,7,1,3,0,1,0,1,68994,1325.0,2.5,4000,4.0,10,4
13237,30,130,7,1,1,0,0,0,7,13328,609.0,2.5,73646,4.0,12,5
13324,19,83,3,1,3,0,0,0,14,63663,1575.0,3.0,21499,6.0,12,5
13328,19,85,3,1,3,0,0,0,12,193184,0.0,3.0,20000,6.0,12,5
13334,10,143,3,1,0,0,1,0,7,80651,1076.0,2.0,26000,4.0,4,3
13403,22,145,7,1,3,0,1,0,11,2979,980.0,1.8,30184,4.0,12,5
13432,30,126,7,1,1,0,1,0,14,45473,0.0,1.8,5700,4.0,12,5
13513,22,160,2,1,3,0,1,1,12,7840,0.0,1.5,116000,4.0,6,3
13531,4,63,3,0,3,2,0,0,1,35438,831.0,1.5,9000,4.0,8,5
13598,10,149,7,1,3,0,1,0,7,67903,1076.0,2.0,2000,4.0,4,3
13602,4,108,7,1,3,0,1,0,3,10663,828.0,1.5,14162,4.0,12,3
13621,30,105,3,0,3,0,0,0,1,37633,1426.0,2.7,177000,4.0,2,5
13659,2,39,7,1,3,0,1,0,1,7056,780.0,1.4,29965,4.0,12,4
13688,10,143,3,1,3,0,1,0,14,110,1077.0,2.0,28797,4.0,12,4
13705,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
13738,30,31,7,1,1,0,1,0,0,38000,0.0,2.5,27484,8.0,12,5
13760,19,81,3,1,3,2,0,0,1,141124,0.0,2.0,37554,8.0,12,5
13785,30,23,3,1,3,0,1,0,12,549,1079.0,2.0,46733,4.0,12,5
13815,10,163,3,1,0,0,1,0,14,67934,1077.0,2.0,13940,4.0,4,4
13871,6,8,2,1,3,3,1,0,1,23521,0.0,1.4,0,4.0,12,5
13901,19,82,7,1,3,2,2,0,1,78403,0.0,2.0,25000,6.0,12,5
13925,18,0,7,1,3,0,1,0,14,9408,1325.0,2.5,498,4.0,12,4
13938,30,23,3,0,3,0,1,0,1,42337,1079.0,2.0,9280,4.0,8,5
13969,4,51,7,1,3,0,1,0,1,1568,781.0,1.4,95219,4.0,12,5
13988,7,71,2,0,3,0,1,0,2,19130,0.0,1.6,12800,4.0,4,5
13998,30,45,7,1,3,0,1,0,2,9565,978.0,1.8,6032,4.0,12,4
14003,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
14067,2,62,7,1,3,0,0,0,1,10192,1869.0,3.6,25706,6.0,12,4
14076,30,30,7,1,1,0,1,0,1,9722,609.0,2.5,127515,4.0,12,5
14110,30,23,3,0,3,2,1,0,7,47669,0.0,2.0,25000,4.0,8,5
14122,30,164,6,1,3,0,2,0,12,35124,2909.0,5.7,34059,8.0,12,4
14169,4,51,7,1,3,0,1,0,12,3293,780.0,1.4,20040,4.0,12,4
14173,1,9,7,1,1,0,2,0,7,24462,505.0,2.0,45525,4.0,12,5
14186,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
14218,30,6,3,1,3,0,1,0,1,314,2070.0,4.0,0,6.0,12,5
14237,12,40,7,1,3,0,1,0,12,1019,1275.0,2.4,24805,4.0,12,4
14256,30,23,3,1,3,2,1,0,2,28000,0.0,1.8,12987,5.0,12,5
14265,9,41,7,1,3,0,1,0,1,69807,831.0,1.5,22237,4.0,4,5
14271,11,55,3,1,3,0,0,0,14,6743,1079.0,2.0,10782,4.0,12,5
14286,10,163,3,1,0,0,1,0,14,53188,930.0,1.7,17101,4.0,4,5
14336,7,112,3,1,3,0,2,0,1,7997,2566.0,5.0,39576,8.0,12,5
14340,22,17,7,1,3,0,1,0,7,5175,1327.0,2.5,147947,4.0,12,5
14380,13,117,7,0,1,2,1,0,14,40456,505.0,2.0,18000,4.0,12,5
14406,30,18,2,1,3,0,1,0,1,48566,831.0,1.5,14570,4.0,4,5
14434,30,23,3,1,3,0,1,0,7,549,1077.0,2.0,39221,4.0,12,4
14475,30,30,7,1,1,0,1,0,12,23207,607.0,2.5,30504,4.0,12,4
14476,27,94,2,0,3,1,0,0,11,29166,0.0,2.0,42000,4.0,6,5
14491,30,157,7,1,3,0,2,0,12,31047,1820.0,3.5,17542,6.0,12,4
14563,10,163,3,1,3,0,1,0,7,58579,880.0,1.6,24998,4.0,4,5
14601,30,157,7,1,3,0,0,0,1,26971,1820.0,3.5,18555,6.0,12,4
14630,30,30,7,1,3,2,1,0,11,75266,1327.0,2.5,11000,4.0,12,5
14677,30,92,6,0,3,2,0,0,7,68994,1823.0,3.5,12000,6.0,12,5
14694,18,29,7,1,3,0,1,0,7,35438,1325.0,2.5,11746,4.0,12,4
14704,30,130,7,1,1,0,0,0,7,13328,609.0,2.5,73646,4.0,12,5
14705,30,45,7,1,3,0,1,0,12,10036,980.0,1.8,37878,4.0,12,5
14797,9,14,7,1,1,0,1,0,14,392,505.0,2.0,42078,4.0,12,5
14803,18,10,3,1,3,0,1,0,7,6586,1327.0,2.5,21328,4.0,12,5
14824,30,130,3,1,1,0,0,0,14,706,609.0,2.5,25955,4.0,12,5
14835,30,126,2,1,1,0,1,0,1,1960,462.0,1.8,7632,4.0,12,4
14839,15,135,3,1,0,2,0,0,1,297930,0.0,3.0,4500,8.0,12,4
14900,7,77,7,0,3,0,1,0,4,23991,831.0,1.5,10457,4.0,8,5
14931,30,104,3,1,3,0,0,0,1,370,0.0,4.0,15000,8.0,12,5
14941,10,144,3,1,3,0,0,0,6,39201,0.0,2.4,12000,4.0,12,5
14945,4,148,7,1,3,0,1,0,2,10976,2715.0,5.3,0,8.0,12,5
15043,10,90,8,1,0,0,1,0,7,46919,1327.0,2.5,71689,4.0,4,5
15084,10,143,3,1,0,0,1,0,7,73313,1076.0,2.0,21844,4.0,4,3
15127,10,143,3,1,0,0,1,0,1,57902,1079.0,2.0,66790,4.0,4,5
15146,30,126,7,0,3,0,1,0,14,18503,0.0,1.8,13000,4.0,4,3
15157,30,23,3,1,3,0,1,0,12,21012,1077.0,2.0,19834,4.0,12,4
15161,26,15,3,1,0,0,1,0,14,45928,880.0,1.6,22918,4.0,4,5
15171,4,51,7,1,3,0,1,0,14,470,780.0,1.4,17600,4.0,12,4
15187,30,30,7,1,3,2,1,0,14,63850,1327.0,2.5,43381,4.0,12,5
15198,10,61,7,1,3,0,1,0,7,46534,1079.0,2.0,22016,4.0,4,5
15219,30,30,7,1,1,0,1,0,1,3450,607.0,2.5,9626,4.0,12,4
15245,10,143,3,1,0,0,1,0,14,96915,1174.0,2.2,8803,4.0,4,3
15252,30,47,7,1,3,2,1,0,12,37633,0.0,1.8,18000,4.0,12,5
15256,26,15,3,1,0,0,1,0,14,42692,880.0,1.6,45494,4.0,4,5
15276,10,90,8,1,0,0,1,0,12,45436,1327.0,2.5,45535,4.0,4,5
15336,23,4,3,1,0,0,0,0,7,80000,0.0,2.0,3237,4.0,10,5
15369,13,142,7,1,3,0,1,0,14,6429,1079.0,2.0,107109,4.0,12,5
15377,9,41,0,1,3,0,1,0,14,59834,1079.0,2.0,27176,4.0,4,5
15379,9,41,2,1,3,0,1,0,7,59837,831.0,1.5,13048,4.0,4,5
15396,7,158,3,1,3,0,0,0,14,5331,1823.0,3.5,12824,6.0,12,5
15413,1,106,7,1,3,1,2,0,1,153669,1823.0,3.5,3900,12.0,16,5
15417,10,163,3,1,0,0,1,0,12,61894,1077.0,2.0,6109,4.0,4,4
15453,13,152,3,1,3,0,1,0,4,1098,1273.0,2.4,6216,4.0,12,3
15538,28,98,3,0,3,0,0,0,12,75300,830.0,1.5,0,4.0,0,4
15539,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
15541,4,161,7,1,3,0,1,0,7,314,1869.0,3.6,37480,6.0,12,4
15554,4,51,7,1,3,0,1,0,7,11760,781.0,1.4,43658,4.0,12,5
15586,19,54,7,1,3,0,2,0,1,89379,1079.0,2.0,21000,4.0,0,5
15622,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
15645,19,22,7,1,3,2,2,0,14,350,0.0,3.0,2000,8.0,12,4
15657,30,34,7,1,3,0,1,0,12,34497,1325.0,2.5,19050,4.0,12,4
15659,19,141,7,1,3,0,2,0,1,74953,2418.0,4.7,29819,8.0,12,5
15668,10,143,7,1,3,0,0,0,14,16308,1273.0,2.4,15149,4.0,12,3
15681,30,130,3,1,3,0,0,0,1,282,1327.0,2.5,61742,4.0,12,5
15818,4,51,5,1,3,0,1,0,12,470,780.0,1.4,43371,4.0,12,4
15821,30,30,7,1,3,2,1,0,2,61154,1275.0,2.4,10000,4.0,12,4
15832,10,163,3,1,1,0,1,0,7,66479,503.0,2.0,7771,4.0,4,4
15847,30,130,3,1,3,0,0,0,1,46728,1327.0,2.5,51200,4.0,12,5
15859,9,69,2,1,3,0,1,0,12,55845,831.0,1.5,29939,4.0,4,5
15869,22,139,3,1,3,2,0,0,7,43592,0.0,2.0,70000,4.0,12,5
15870,13,150,3,1,3,0,1,0,10,3293,1277.0,2.4,57618,4.0,12,5
15876,27,50,7,1,3,0,0,0,12,14426,1077.0,2.0,1275,4.0,12,4
15890,30,23,3,1,3,0,1,0,14,29793,1077.0,2.0,4330,4.0,12,4
15946,9,41,7,1,3,0,1,0,1,53185,1079.0,2.0,38639,4.0,4,5
15951,10,61,7,1,3,0,1,0,2,33575,880.0,1.6,65734,4.0,4,5
15972,10,163,3,1,0,0,1,0,12,43714,930.0,1.7,38945,4.0,4,5
16027,30,23,3,1,3,0,1,0,11,5488,1077.0,2.0,78424,4.0,12,4
16028,30,30,7,1,1,0,1,0,1,9722,609.0,2.5,127515,4.0,12,5
16062,30,23,3,1,3,0,1,0,12,470,1077.0,2.0,10610,4.0,12,4
16131,10,90,8,1,0,0,1,0,12,45436,1327.0,2.5,45535,4.0,4,5
16171,30,30,7,0,3,2,1,0,14,28225,1327.0,2.5,142000,4.0,12,5
16208,30,127,2,0,1,0,1,0,7,31047,400.0,1.5,10000,4.0,8,5
16218,10,149,3,1,3,0,1,0,1,9565,1275.0,2.4,1446,4.0,12,4
16275,30,30,7,1,1,0,1,0,1,251,607.0,2.5,39552,4.0,12,4
16278,30,30,7,1,1,0,1,0,1,9722,609.0,2.5,127515,4.0,12,5
16296,22,145,7,1,3,0,1,0,14,4391,980.0,1.8,16574,4.0,12,5
16331,10,163,3,1,3,0,1,0,7,65015,1077.0,2.0,6770,4.0,4,4
16413,10,61,7,1,3,0,1,0,1,3293,1076.0,2.0,261,4.0,12,3
16420,13,20,7,1,3,0,2,0,12,16308,1079.0,2.0,56288,4.0,12,5
16479,27,50,8,1,3,3,0,0,8,21953,1079.0,2.0,30400,4.0,10,5
16483,10,143,3,1,3,0,1,0,7,87927,1076.0,2.0,5900,4.0,4,3
16573,26,15,3,1,0,0,1,0,14,43952,880.0,1.6,73548,4.0,4,5
16616,2,39,7,1,3,0,1,0,12,6586,1325.0,2.5,10392,4.0,12,4
16635,10,149,7,1,3,0,1,0,14,55343,1079.0,2.0,42563,4.0,4,5
16651,30,130,7,1,3,0,1,0,1,27911,1327.0,2.5,28784,4.0,12,5
16660,4,53,7,0,3,0,1,0,1,15524,781.0,1.4,21786,4.0,8,5
16698,30,30,7,1,3,2,1,0,1,68053,0.0,2.5,40000,4.0,12,5
16749,10,61,7,1,3,0,1,0,7,1176,1077.0,2.0,16013,4.0,12,4
16770,13,114,3,1,1,0,1,0,12,12701,420.0,1.6,429,4.0,12,4
16771,10,149,7,1,3,0,1,0,7,1803,1277.0,2.4,11314,4.0,12,5
16797,30,18,2,1,3,0,1,0,14,36997,830.0,1.5,2598,4.0,4,4
16838,10,163,3,1,0,0,1,0,14,53154,930.0,1.7,79550,4.0,4,5
16841,10,143,3,1,3,0,1,0,14,118676,1968.0,3.8,24074,4.0,4,4
16885,5,133,7,1,3,0,2,0,1,7527,2913.0,5.7,91843,8.0,12,5
16888,9,41,7,1,3,0,1,0,7,49848,1077.0,2.0,20700,4.0,4,4
16952,10,61,7,1,3,0,1,0,14,33575,880.0,1.6,53871,4.0,4,5
16955,22,145,7,1,3,0,1,0,7,470,978.0,1.8,12179,4.0,12,4
16984,4,93,7,1,3,0,1,0,12,3293,1872.0,3.6,71194,6.0,12,5
16988,30,30,7,1,1,0,1,0,1,251,607.0,2.5,39552,4.0,12,4
16990,30,45,7,1,3,0,1,0,1,2352,980.0,1.8,31176,4.0,12,5
17023,10,149,7,1,3,0,1,0,1,62992,1079.0,2.0,72913,4.0,4,5
17034,30,130,3,0,3,0,1,0,1,47042,1327.0,2.5,15000,4.0,2,5
17047,7,71,7,1,3,0,1,0,7,3763,879.0,1.6,47736,4.0,12,4
17079,7,71,7,0,3,2,1,0,1,22200,879.0,1.6,8200,4.0,10,4
17080,30,30,3,1,1,0,1,0,1,251,607.0,2.5,56834,4.0,12,4
17087,4,51,1,1,3,0,1,0,14,470,781.0,1.4,87568,4.0,12,5
17096,10,163,3,1,0,0,1,0,14,47201,930.0,1.7,85610,4.0,4,5
17124,30,130,3,1,1,0,0,0,14,46101,607.0,2.5,20955,4.0,12,4
17146,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
17197,10,61,7,1,3,0,1,0,11,31581,880.0,1.6,52000,4.0,4,5
17201,10,61,7,1,3,0,1,0,7,1176,1077.0,2.0,16013,4.0,12,4
17216,10,163,3,1,0,0,1,0,7,52856,930.0,1.7,18137,4.0,4,5
17232,30,30,7,1,1,0,1,0,1,251,607.0,2.5,39552,4.0,12,4
17272,12,40,7,1,3,0,1,0,9,12231,1671.0,3.2,33418,6.0,12,4
17277,7,65,7,1,3,0,1,0,14,2587,1079.0,2.0,76403,4.0,12,5
17278,7,136,6,1,0,0,0,0,7,90947,0.0,3.2,11000,5.0,8,4
17286,10,61,7,1,3,0,1,0,14,34074,880.0,1.6,58515,4.0,4,5
17304,30,30,7,1,1,3,1,0,1,59586,609.0,2.5,18200,4.0,8,5
17384,22,138,3,0,3,0,0,0,14,39201,1327.0,2.5,12000,4.0,8,5
17406,4,42,6,1,3,0,1,0,7,93079,1866.0,3.6,3510,4.0,4,3
17407,30,23,3,1,3,0,1,0,12,549,1079.0,2.0,46733,4.0,12,5
17414,19,140,2,1,3,0,0,0,14,15994,2070.0,4.0,40110,8.0,12,5
17426,4,35,3,1,0,0,1,0,1,52034,1079.0,2.0,19698,4.0,4,5
17561,10,149,7,1,1,0,1,0,14,8154,503.0,2.0,17768,4.0,12,4
17566,30,46,7,0,3,3,1,0,1,135,0.0,1.6,18,4.0,12,4
17570,4,118,3,1,0,0,1,0,14,46251,880.0,1.6,19000,4.0,4,5
17651,13,114,3,1,1,0,1,0,14,251,421.0,1.6,22915,4.0,12,5
17666,30,105,3,0,0,0,0,0,14,109764,1575.0,3.0,27000,6.0,6,5
17710,30,30,7,1,3,0,1,0,12,470,1325.0,2.5,45880,4.0,12,4
17733,10,143,3,1,0,0,1,0,1,65996,1079.0,2.0,28000,4.0,4,5
17735,10,143,7,1,3,0,1,0,14,549,1723.0,3.3,66517,6.0,12,5
17779,19,153,4,0,3,1,2,0,0,300,0.0,0.1,0,1.0,0,3
17796,21,122,3,1,3,0,1,0,11,31204,1079.0,2.0,36534,5.0,12,5
17808,30,23,3,1,1,0,1,1,14,24000,2265.0,1.5,6000,4.0,8,4
17816,30,126,2,1,1,0,1,0,1,6429,463.0,1.8,0,4.0,12,5
17819,4,118,3,1,2,0,1,0,7,26594,1079.0,2.0,140070,4.0,4,5
17859,10,149,7,1,3,0,1,0,7,70678,1079.0,2.0,34704,4.0,4,5
17938,1,5,7,1,3,0,0,0,1,2666,1079.0,2.0,25323,4.0,12,5
17962,19,84,3,1,3,2,0,0,14,136000,1575.0,3.0,99000,6.0,10,5
17970,12,43,7,1,3,0,1,0,1,1333,1275.0,2.4,29278,4.0,12,4
17971,30,180,7,1,3,0,1,0,7,627,831.0,1.5,42224,4.0,12,5
18011,30,30,7,1,1,0,1,0,14,18817,609.0,2.5,35058,4.0,12,5
18018,12,40,3,1,0,0,0,0,7,127000,0.0,3.0,26713,6.0,12,5
18047,13,117,3,1,3,0,1,0,11,15994,1275.0,2.4,11213,4.0,12,4
18115,4,35,3,1,0,0,1,0,1,50560,1079.0,2.0,37691,4.0,4,5
18116,10,61,7,1,3,0,1,0,14,30931,880.0,1.6,35798,4.0,4,5
18164,10,149,7,1,3,0,1,0,2,57990,1079.0,2.0,13715,4.0,4,5
18202,4,51,7,0,3,0,1,0,1,15053,781.0,1.4,0,4.0,0,5
18203,30,23,3,1,3,0,1,0,7,392,1079.0,2.0,22816,4.0,12,5
18231,30,103,3,1,0,0,0,0,1,131716,0.0,3.0,59826,4.0,12,5
18262,30,30,7,1,1,0,1,0,1,251,607.0,2.5,39552,4.0,12,4
18264,30,30,7,1,1,0,1,0,1,9722,609.0,2.5,127515,4.0,12,5
18291,10,163,3,1,3,0,1,0,12,55678,880.0,1.6,19961,4.0,4,5
18298,10,61,7,1,3,0,1,0,12,14740,1077.0,2.0,27368,4.0,12,4
18311,30,23,3,1,3,0,1,0,7,188,1079.0,2.0,23150,4.0,12,5
18364,10,149,7,1,3,0,1,0,14,41553,1079.0,2.0,16922,4.0,4,5
18366,13,114,7,1,1,0,1,0,11,706,420.0,1.6,2942,4.0,12,4
18376,10,143,3,1,0,0,1,0,7,100060,1176.0,2.2,13835,4.0,4,4
18389,13,150,3,1,0,0,1,0,14,79971,1178.0,2.2,47047,4.0,4,5
18397,30,180,7,1,3,0,1,0,14,4861,830.0,1.5,27656,4.0,12,4
18400,30,30,7,1,1,2,1,0,7,72130,0.0,2.5,52000,4.0,10,5
18439,30,126,7,1,1,0,1,0,11,16308,463.0,1.8,16566,4.0,12,5
18454,30,30,7,1,3,0,1,0,2,11447,1327.0,2.5,31904,4.0,12,5
18460,4,108,7,1,3,2,1,0,7,33500,831.0,1.5,6500,4.0,10,5
18491,30,157,7,1,3,0,0,0,1,31675,1817.0,3.5,1669,6.0,12,3
18511,9,116,7,1,3,0,1,0,1,19757,1820.0,3.5,13994,6.0,12,4
18547,30,32,7,1,3,0,1,0,2,42337,1327.0,2.5,30606,4.0,10,5
18577,30,30,7,1,1,0,1,0,1,3450,607.0,2.5,9626,4.0,12,4
18585,12,137,7,1,3,0,1,0,2,5175,1277.0,2.4,80285,4.0,12,5
18602,30,157,7,1,3,0,2,0,12,31047,1820.0,3.5,17542,6.0,12,4
18617,9,41,2,1,3,0,1,0,1,60499,831.0,1.5,27244,4.0,4,5
18645,30,157,7,1,3,0,0,0,1,26971,1820.0,3.5,18555,6.0,12,4
18663,30,23,3,1,3,0,1,0,11,27598,1079.0,2.0,18754,4.0,12,5
18681,10,61,7,1,3,0,1,0,14,34074,880.0,1.6,58515,4.0,4,5
18689,22,167,7,1,3,0,1,0,7,314,880.0,1.6,64757,4.0,12,5
18721,18,28,3,1,3,0,0,0,7,63349,1325.0,2.5,56590,4.0,12,4
18747,30,23,3,1,3,0,1,0,1,282,1077.0,2.0,3237,4.0,12,4
18762,30,30,7,1,1,0,1,0,1,3450,607.0,2.5,9626,4.0,12,4
18763,7,112,7,1,3,0,2,0,11,12858,1228.0,2.3,26642,4.0,12,5
18765,30,30,7,1,1,0,1,0,1,9722,609.0,2.5,127515,4.0,12,5
18767,30,30,7,1,3,0,1,0,1,470,1325.0,2.5,25816,4.0,12,4
18787,10,163,3,1,0,0,1,0,14,51523,930.0,1.7,22100,4.0,4,5
18794,10,61,7,1,3,0,1,0,14,19757,1077.0,2.0,9898,4.0,12,4
18813,22,168,7,0,3,0,1,0,12,15681,880.0,1.6,6487,4.0,6,5
18815,7,66,3,1,3,0,1,0,7,111002,1228.0,2.3,30475,4.0,4,5
18853,30,30,7,1,3,2,1,0,1,57077,0.0,2.5,19000,4.0,12,5
18893,30,157,7,1,3,0,2,0,12,31047,1820.0,3.5,17542,6.0,12,4
19014,10,149,7,1,2,0,1,0,8,12231,1079.0,2.0,316200,4.0,4,5
19025,9,70,2,0,3,0,1,0,14,18817,830.0,1.5,1532,4.0,8,4
19028,30,23,3,1,3,0,1,0,11,5488,1077.0,2.0,78424,4.0,12,4
19049,10,61,7,1,0,0,1,0,1,22894,880.0,1.6,20753,4.0,4,5
19062,30,30,7,1,3,2,1,0,14,51432,1327.0,2.5,62400,4.0,11,5
19065,30,23,3,1,3,0,1,0,14,6586,1077.0,2.0,19968,4.0,12,4
19071,30,130,7,1,3,0,1,0,7,784,1327.0,2.5,59158,4.0,12,5
19085,16,113,3,1,3,2,1,0,14,97219,1079.0,2.0,25600,4.0,7,5
19111,20,48,2,1,3,2,1,0,14,51118,1079.0,2.0,4093,4.0,12,5
19120,27,50,7,1,3,0,0,0,2,7213,1077.0,2.0,6384,4.0,12,4
19121,10,143,3,1,3,0,1,0,2,88438,1076.0,2.0,12334,4.0,4,3
19155,9,75,5,0,1,0,1,1,7,24000,2266.0,1.5,19000,4.0,0,5
19157,13,20,7,1,3,0,1,0,2,3607,1077.0,2.0,23474,4.0,12,4
19180,10,149,7,1,2,0,1,0,12,63886,1076.0,2.0,5305,4.0,4,3
19182,30,30,7,1,1,0,1,0,1,9722,609.0,2.5,127515,4.0,12,5
19196,10,61,7,1,3,0,1,0,11,7997,1079.0,2.0,21090,4.0,12,5
